2 25
1.6809	0.457213	3.08862	-0.504086	0.0709722	0.799301	-0.319338	2
1.62553	0.665943	2.93405	-0.516131	0.0757992	0.791577	-0.318227	2
1.56494	0.869053	2.77111	-0.523005	0.0829169	0.772294	-0.350931	2
1.51134	0.968743	2.72928	0	0	0	0	2
1.52492	0.863334	2.98006	0.592986	0.567706	-0.519766	-0.236476	2
1.41131	1.06415	3.03949	0.868295	0.0116267	0.409249	0.280079	2
1.37468	1.33255	2.99459	0.841571	-0.105304	0.529623	0.0129693	2
1.38667	1.40806	2.96959	0.832409	-0.09307	0.525782	-0.148277	2
1.63163	0.752796	2.74384	-0.0865182	0.659571	0.432581	-0.608567	2
1.6277	0.68196	2.42761	-0.51852	0.65288	-0.349075	0.427822	2
1.54906	0.831212	2.26207	-0.141631	-0.121117	0.892008	-0.411817	2
1.52009	0.901133	2.2483	-0.195547	-0.170507	0.957193	-0.128337	2
1.64623	0.466177	3.10335	-0.399811	-0.614415	0.675215	-0.0820384	2
1.61089	0.234583	3.22697	0.197603	0.569959	0.154258	0.782499	2
1.69836	0.116547	2.95792	-0.19298	0.516629	0.519835	-0.652399	2
1.65293	0.121183	3.01426	0	0	0	0	2
1.68615	0.440369	3.02009	-0.374865	0.524206	0.490371	-0.586703	2
1.71683	0.208942	3.01195	-0.0643499	0.557184	0.0222683	0.827592	2
1.60731	0.190519	3.28353	0.570434	0.412659	0.378431	0.600922	2
1.63111	0.117177	3.2212	0	0	0	0	2
1.58105	0.819188	2.81348	-0.526264	0.0815934	0.778566	-0.332	2
1.39474	1.45451	2.93949	0	0	0	0	2
1.41768	1.39438	2.97232	0	0	0	0	2
1.49246	0.959545	2.22531	0	0	0	0	2
1.4947	0.892859	2.19814	0	0	0	0	2
