2 25
1.68088	0.45777	3.09	-0.509263	0.073009	0.795762	-0.319504	2
1.62527	0.666479	2.93507	-0.520859	0.0776788	0.788221	-0.318401	2
1.56525	0.869812	2.77294	-0.527725	0.084665	0.770201	-0.348035	2
1.51155	0.96873	2.73043	0	0	0	0	2
1.5266	0.865592	2.98408	0.59548	0.563105	-0.519553	-0.241621	2
1.4131	1.06282	3.04006	0.872187	0.00790499	0.400143	0.281269	2
1.37513	1.3335	2.99515	0.833223	-0.10594	0.542531	0.0132874	2
1.38695	1.40883	2.973	0.824926	-0.0766674	0.542074	-0.14062	2
1.63127	0.752419	2.74505	-0.0880895	0.660358	0.42851	-0.610366	2
1.62573	0.684718	2.42897	-0.518755	0.649217	-0.35523	0.428045	2
1.54943	0.832483	2.26185	-0.0664588	-0.14997	0.899418	-0.40514	2
1.52283	0.907274	2.25304	-0.124308	-0.160787	0.976101	-0.0769541	2
1.64656	0.466957	3.10495	-0.404191	-0.612006	0.675131	-0.0792233	2
1.61345	0.233655	3.22674	0.192462	0.575795	0.152285	0.77989	2
1.6975	0.11597	2.95641	-0.396401	0.740149	0.388508	-0.379615	2
1.65416	0.133774	3.04449	0	0	0	0	2
1.68563	0.440321	3.02106	-0.375788	0.524225	0.486184	-0.589573	2
1.71876	0.202912	3.00827	-0.0721521	0.564815	0.0171685	0.821878	2
1.61294	0.195564	3.28164	0.599629	0.440998	0.357655	0.563959	2
1.62739	0.119231	3.21698	0	0	0	0	2
1.58116	0.819888	2.81494	-0.530691	0.0835874	0.776094	-0.330241	2
1.37961	1.45746	2.9437	0	0	0	0	2
1.4358	1.41014	2.9793	0	0	0	0	2
1.49533	0.956815	2.21538	0	0	0	0	2
1.50328	0.911472	2.20625	0	0	0	0	2
