3 25
-0.334385	-0.198318	2.47008	-0.00802141	-0.0250937	0.98535	-0.168498	2
-0.35113	0.104101	2.3636	-0.00933903	-0.0248683	0.985338	-0.168532	2
-0.364709	0.398273	2.24405	-0.00827127	-0.0170782	0.977944	-0.208003	2
-0.370721	0.521148	2.24029	0	0	0	0	2
-0.506168	0.269113	2.26159	0.0552092	0.809786	-0.560783	0.163467	2
-0.492492	0.0844816	2.25029	-0.0167195	0.943609	0.0448747	-0.327579	1
-0.318579	0.0284168	2.11281	-0.59853	0.337214	-0.138465	0.713356	1
-0.305635	0.0382767	2.02434	0.602709	-0.477456	0.437661	-0.46608	1
-0.208459	0.279521	2.25224	0.044809	0.780967	0.595446	-0.183104	2
-0.21418	0.0866713	2.18549	-0.139368	0.868843	-0.0909233	0.466284	1
-0.294194	0.0327537	2.04233	0.585588	-0.685614	-0.0304438	0.431384	1
-0.315766	0.0362694	2.008	0.736991	-0.569446	-0.00580028	0.364062	1
-0.396804	-0.199754	2.43513	0.0825147	-0.659895	0.695093	-0.273086	2
-0.398718	-0.486159	2.49766	-0.0730201	-0.69842	0.0786533	0.707596	2
-0.409206	-0.775126	2.5875	0.146909	0.981413	-0.0353563	-0.118302	2
-0.286735	-0.732856	2.54278	0	0	0	0	2
-0.261643	-0.190887	2.43095	-0.0601329	0.618217	0.735651	-0.270203	2
-0.230626	-0.471305	2.50592	0.055406	0.708936	0.128954	0.691167	2
-0.221127	-0.764928	2.58265	0.107015	0.887684	0.0709309	0.442191	2
-0.269834	-0.697341	2.50146	0	0	0	0	2
-0.361792	0.325997	2.27623	-0.00955012	-0.0209248	0.982181	-0.186527	2
-0.323454	0.0298497	1.95997	0	0	0	0	2
-0.278788	0.0452191	2.0369	0	0	0	0	2
-0.34248	0.0344099	1.94291	0	0	0	0	2
-0.340744	0.0460941	1.94675	0	0	0	0	2
