2 25
1.67796	0.456465	3.0909	-0.501946	0.0712515	0.799558	-0.321995	2
1.62234	0.664383	2.93508	-0.516154	0.0769944	0.79046	-0.32067	2
1.56157	0.867404	2.77242	-0.526294	0.0831629	0.770342	-0.350245	2
1.50904	0.967462	2.7301	0	0	0	0	2
1.523	0.868314	2.98329	0.601942	0.553781	-0.524654	-0.236073	2
1.40987	1.06252	3.03854	0.873775	0.00843279	0.395055	0.28351	2
1.37289	1.3277	2.99523	0.795194	-0.105371	0.597092	0.00660939	2
1.38348	1.4047	2.96897	0.784213	-0.0898649	0.595206	-0.150545	2
1.63017	0.751042	2.74454	-0.0813511	0.658822	0.436842	-0.607046	2
1.62152	0.683215	2.4295	-0.514015	0.648445	-0.361371	0.42979	2
1.54674	0.83032	2.26212	-0.100303	-0.131404	0.896021	-0.41209	2
1.51979	0.903765	2.25034	-0.154444	-0.159407	0.969693	-0.102135	2
1.64327	0.465955	3.10408	-0.392081	-0.605799	0.68568	-0.0955159	2
1.61079	0.232664	3.22883	0.194241	0.57547	0.156964	0.77876	2
1.69516	0.118601	2.95704	-0.350336	0.686211	0.437316	-0.463825	2
1.65249	0.121818	3.0144	0	0	0	0	2
1.68332	0.43897	3.0243	-0.368334	0.526297	0.487525	-0.591321	2
1.71947	0.203735	3.00986	-0.0801515	0.553263	0.0169495	0.828969	2
1.60658	0.190622	3.28045	0.577668	0.404729	0.379421	0.598776	2
1.63122	0.117409	3.21878	0	0	0	0	2
1.57776	0.817555	2.81462	-0.529253	0.0824943	0.776544	-0.331761	2
1.37935	1.44946	2.92863	0	0	0	0	2
1.4324	1.40442	2.96586	0	0	0	0	2
1.48971	0.959808	2.22617	0	0	0	0	2
1.49441	0.91384	2.21175	0	0	0	0	2
