2 25
1.686	0.15022	3.16762	-0.503438	0.0622034	0.810204	-0.293684	2
1.63103	0.381449	3.01572	-0.518364	0.0676346	0.800737	-0.292481	2
1.57104	0.607664	2.85483	-0.528809	0.0758834	0.780981	-0.323529	2
1.52154	0.71399	2.82428	0	0	0	0	2
1.53457	0.587726	3.04628	0.574948	0.573505	-0.528858	-0.246649	2
1.41937	0.779019	3.12544	0.854352	0.0457856	0.416885	0.306908	2
1.38492	1.01451	3.10024	0.802552	-0.0853743	0.589828	0.0269218	2
1.381	1.10498	3.08577	0.803991	-0.0765794	0.588953	-0.0294656	2
1.63555	0.497324	2.81462	-0.141758	0.632436	0.481234	-0.590206	2
1.6327	0.456392	2.56458	-0.532883	0.632085	-0.367782	0.425724	2
1.56253	0.601219	2.37689	0.889835	-0.431865	0.0328112	0.143559	2
1.51622	0.722971	2.33196	0.967384	-0.181249	0.0772489	0.159216	2
1.64976	0.163859	3.1754	-0.331768	-0.560189	0.750049	-0.116386	2
1.66398	-0.0576809	3.241	-0.0613156	-0.214214	0.133108	0.96573	2
1.91623	0.0576864	3.33478	0.786101	0.00687163	-0.281153	-0.550409	2
1.81601	-0.0115487	3.21467	0	0	0	0	2
1.69155	0.134096	3.10215	-0.371311	0.524839	0.4929	-0.586278	2
1.69835	-0.0794318	3.04296	-0.0865377	0.540977	-0.104453	0.830027	2
1.58156	-0.0955726	3.31201	0.686259	0.681806	-0.0396898	0.250228	2
1.61809	-0.125447	3.19568	0	0	0	0	2
1.58704	0.551899	2.89675	-0.53158	0.0748259	0.786476	-0.305417	2
1.38683	1.14824	3.06008	0	0	0	0	2
1.41882	1.11693	3.07612	0	0	0	0	2
1.50741	0.784266	2.32092	0	0	0	0	2
1.51422	0.74383	2.3785	0	0	0	0	2
